PriorityRank,EmployeeNumber,AttritionPropensity,Flagged,RiskBand,ReplacementLiability,ExpectedLoss,JobRole,Department,OverTime,JobLevel,YearsAtCompany,YearsSinceLastPromotion,StockOptionLevel,ActualOutcome_ValidationOnly
810,1574,0.2631,0,Moderate,86168,22673.0,Research Scientist,Research & Development,No,2,6,1,1,Stayed
811,1140,0.263,0,Moderate,86168,22662.0,Manufacturing Director,Research & Development,No,2,3,0,0,Stayed
812,471,0.2627,0,Moderate,86168,22640.0,Laboratory Technician,Research & Development,No,1,8,0,1,Stayed
813,639,0.2617,0,Moderate,86168,22554.0,Research Scientist,Research & Development,Yes,1,6,1,2,Stayed
814,1118,0.2609,0,Moderate,86168,22478.0,Healthcare Representative,Research & Development,No,3,8,4,0,Stayed
815,179,0.2595,0,Moderate,86168,22359.0,Manufacturing Director,Research & Development,No,3,4,0,0,Left
816,1235,0.2583,0,Moderate,86168,22260.0,Research Scientist,Research & Development,Yes,2,8,0,0,Stayed
817,194,0.2577,0,Moderate,86168,22204.0,Research Scientist,Research & Development,No,1,5,0,0,Stayed
818,1126,0.2569,0,Moderate,86168,22139.0,Manufacturing Director,Research & Development,No,3,8,0,1,Stayed
819,859,0.2563,0,Moderate,86168,22087.0,Sales Executive,Sales,No,2,5,0,1,Stayed
820,1909,0.2558,0,Moderate,86168,22038.0,Sales Executive,Sales,No,2,5,1,1,Stayed
821,101,0.2552,0,Moderate,86168,21987.0,Research Director,Research & Development,Yes,3,0,0,0,Stayed
822,1022,0.2548,0,Moderate,86168,21957.0,Healthcare Representative,Research & Development,No,2,2,2,0,Stayed
823,335,0.254,0,Moderate,86168,21885.0,Research Scientist,Research & Development,No,2,9,4,2,Stayed
824,125,0.2539,0,Moderate,86168,21881.0,Sales Executive,Sales,No,2,11,5,0,Stayed
825,789,0.2535,0,Moderate,86168,21847.0,Sales Executive,Sales,No,3,10,0,0,Stayed
826,548,0.2527,0,Moderate,86168,21771.0,Manufacturing Director,Research & Development,No,2,5,0,0,Stayed
827,1081,0.2525,0,Moderate,86168,21758.0,Research Scientist,Research & Development,Yes,1,10,2,3,Left
828,1515,0.2523,0,Moderate,86168,21742.0,Healthcare Representative,Research & Development,Yes,2,0,0,0,Stayed
829,1285,0.2522,0,Moderate,86168,21734.0,Laboratory Technician,Research & Development,No,2,11,5,2,Stayed
830,675,0.2516,0,Moderate,86168,21684.0,Research Scientist,Research & Development,No,1,2,2,0,Stayed
831,1555,0.2515,0,Moderate,86168,21669.0,Research Scientist,Research & Development,No,2,7,2,1,Stayed
832,872,0.2514,0,Moderate,86168,21661.0,Manufacturing Director,Research & Development,No,2,2,2,2,Stayed
833,1321,0.2509,0,Moderate,86168,21617.0,Manager,Research & Development,Yes,3,9,0,2,Stayed
834,8,0.2497,0,Moderate,86168,21512.0,Laboratory Technician,Research & Development,No,1,7,3,0,Stayed
835,1114,0.2478,0,Moderate,86168,21350.0,Sales Executive,Sales,No,2,3,0,1,Stayed
836,1032,0.2476,0,Moderate,86168,21334.0,Manufacturing Director,Research & Development,Yes,4,5,4,0,Stayed
837,367,0.2475,0,Moderate,86168,21324.0,Healthcare Representative,Research & Development,No,2,9,7,1,Stayed
838,341,0.2468,0,Moderate,86168,21265.0,Manufacturing Director,Research & Development,No,2,3,0,1,Stayed
839,1580,0.2463,0,Moderate,86168,21223.0,Research Scientist,Research & Development,No,2,2,2,1,Stayed
840,793,0.2455,0,Moderate,86168,21152.0,Healthcare Representative,Research & Development,No,2,8,1,1,Stayed
841,1265,0.2441,0,Moderate,86168,21035.0,Research Scientist,Research & Development,No,1,1,0,0,Stayed
842,439,0.243,0,Moderate,86168,20940.0,Research Scientist,Research & Development,No,2,7,0,0,Stayed
843,902,0.243,0,Moderate,86168,20938.0,Healthcare Representative,Research & Development,No,2,5,2,1,Stayed
844,332,0.2423,0,Moderate,86168,20882.0,Laboratory Technician,Research & Development,No,1,3,1,3,Stayed
845,626,0.2421,0,Moderate,86168,20860.0,Sales Executive,Sales,No,3,9,7,1,Stayed
846,1061,0.242,0,Moderate,86168,20855.0,Research Director,Research & Development,Yes,5,8,7,1,Stayed
847,531,0.2418,0,Moderate,86168,20840.0,Manager,Research & Development,Yes,5,21,1,1,Stayed
848,1401,0.2416,0,Moderate,86168,20822.0,Manufacturing Director,Research & Development,Yes,4,5,0,1,Stayed
849,1367,0.2416,0,Moderate,86168,20821.0,Manufacturing Director,Research & Development,No,4,5,0,0,Stayed
850,1721,0.2407,0,Moderate,86168,20740.0,Laboratory Technician,Research & Development,No,1,5,0,1,Stayed
851,376,0.2401,0,Moderate,86168,20691.0,Manager,Research & Development,Yes,3,10,9,1,Left
852,1802,0.2394,0,Moderate,86168,20632.0,Laboratory Technician,Research & Development,No,1,4,0,1,Stayed
853,242,0.2391,0,Moderate,86168,20599.0,Research Scientist,Research & Development,No,1,3,0,0,Stayed
854,1962,0.2389,0,Moderate,86168,20584.0,Sales Executive,Sales,Yes,2,10,0,0,Stayed
855,499,0.2388,0,Moderate,86168,20573.0,Healthcare Representative,Research & Development,No,3,5,0,0,Stayed
856,312,0.2386,0,Moderate,86168,20557.0,Sales Executive,Sales,No,3,11,4,1,Stayed
857,1243,0.2381,0,Moderate,86168,20515.0,Sales Executive,Sales,Yes,3,13,4,1,Stayed
858,1002,0.2378,0,Moderate,86168,20488.0,Laboratory Technician,Research & Development,Yes,2,9,0,1,Stayed
859,81,0.2369,0,Moderate,86168,20416.0,Sales Executive,Sales,No,3,21,7,0,Stayed
860,132,0.2366,0,Moderate,86168,20388.0,Laboratory Technician,Research & Development,No,2,3,1,1,Stayed
861,1966,0.2361,0,Moderate,86168,20347.0,Manufacturing Director,Research & Development,No,2,1,0,0,Stayed
862,337,0.2355,0,Moderate,86168,20295.0,Research Director,Research & Development,No,3,2,2,1,Stayed
863,342,0.2353,0,Moderate,86168,20272.0,Manufacturing Director,Research & Development,No,3,1,0,2,Left
864,1207,0.2352,0,Moderate,86168,20264.0,Human Resources,Human Resources,No,1,5,1,1,Stayed
865,1994,0.2347,0,Moderate,86168,20224.0,Laboratory Technician,Research & Development,No,1,1,0,3,Stayed
866,57,0.2335,0,Moderate,86168,20124.0,Laboratory Technician,Research & Development,No,2,12,3,0,Stayed
867,1105,0.2326,0,Moderate,86168,20039.0,Sales Executive,Sales,Yes,2,1,0,3,Stayed
868,1060,0.2314,0,Moderate,86168,19942.0,Research Scientist,Research & Development,No,1,2,2,1,Stayed
869,1745,0.231,0,Moderate,86168,19905.0,Research Scientist,Research & Development,No,1,9,0,0,Stayed
870,2031,0.2306,0,Moderate,86168,19874.0,Manager,Research & Development,No,5,22,4,0,Stayed
871,1084,0.2296,0,Moderate,86168,19782.0,Manufacturing Director,Research & Development,No,2,6,0,1,Stayed
872,772,0.229,0,Moderate,86168,19731.0,Laboratory Technician,Research & Development,No,2,10,4,2,Stayed
873,1216,0.2289,0,Moderate,86168,19728.0,Laboratory Technician,Research & Development,No,1,6,3,3,Stayed
874,1473,0.2285,0,Moderate,86168,19686.0,Healthcare Representative,Research & Development,No,2,3,1,1,Stayed
875,221,0.2281,0,Moderate,86168,19657.0,Research Scientist,Research & Development,No,1,5,0,1,Stayed
876,1466,0.2271,0,Moderate,86168,19571.0,Sales Executive,Sales,No,2,2,2,3,Stayed
877,534,0.2267,0,Moderate,86168,19532.0,Sales Executive,Sales,No,3,10,0,1,Stayed
878,491,0.2264,0,Moderate,86168,19512.0,Healthcare Representative,Research & Development,No,3,4,1,0,Stayed
879,1445,0.2262,0,Moderate,86168,19493.0,Sales Executive,Sales,Yes,2,5,0,2,Stayed
880,1027,0.2248,0,Moderate,86168,19373.0,Manufacturing Director,Research & Development,No,2,3,2,1,Stayed
881,1860,0.2246,0,Moderate,86168,19352.0,Laboratory Technician,Research & Development,No,1,0,0,0,Stayed
882,74,0.2245,0,Moderate,86168,19347.0,Sales Executive,Sales,No,3,9,1,1,Stayed
883,1892,0.2244,0,Moderate,86168,19336.0,Manager,Research & Development,No,4,19,11,1,Stayed
884,912,0.2202,0,Moderate,86168,18976.0,Laboratory Technician,Research & Development,No,1,4,0,3,Stayed
885,868,0.2196,0,Moderate,86168,18921.0,Sales Executive,Sales,No,2,1,0,2,Stayed
886,14,0.2189,0,Moderate,86168,18865.0,Laboratory Technician,Research & Development,No,1,5,0,1,Stayed
887,1431,0.2189,0,Moderate,86168,18860.0,Research Scientist,Research & Development,No,1,4,1,2,Stayed
888,1190,0.2182,0,Moderate,86168,18802.0,Sales Representative,Sales,No,1,1,0,3,Stayed
889,981,0.2175,0,Moderate,86168,18738.0,Manager,Sales,No,4,17,15,1,Stayed
890,1109,0.2166,0,Moderate,86168,18666.0,Manager,Research & Development,No,4,22,13,1,Stayed
891,1782,0.2142,0,Moderate,86168,18453.0,Laboratory Technician,Research & Development,No,1,5,0,1,Stayed
892,784,0.2135,0,Moderate,86168,18399.0,Research Scientist,Research & Development,No,1,2,0,0,Stayed
893,613,0.2131,0,Moderate,86168,18362.0,Manager,Sales,No,3,5,0,1,Stayed
894,1654,0.213,0,Moderate,86168,18358.0,Manufacturing Director,Research & Development,No,2,5,1,0,Stayed
895,930,0.2129,0,Moderate,86168,18342.0,Research Scientist,Research & Development,No,1,2,2,1,Stayed
896,986,0.2119,0,Moderate,86168,18258.0,Sales Executive,Sales,Yes,4,1,0,0,Left
897,1513,0.2118,0,Moderate,86168,18247.0,Laboratory Technician,Research & Development,No,1,3,0,3,Stayed
898,302,0.2111,0,Moderate,86168,18191.0,Sales Executive,Sales,No,3,19,12,0,Stayed
899,1986,0.2108,0,Moderate,86168,18167.0,Sales Executive,Sales,No,2,11,5,1,Stayed
900,776,0.2108,0,Moderate,86168,18164.0,Manager,Sales,No,4,34,1,0,Stayed
901,202,0.2102,0,Moderate,86168,18114.0,Research Scientist,Research & Development,No,2,20,2,1,Stayed
902,1842,0.2089,0,Moderate,86168,18002.0,Human Resources,Human Resources,No,1,1,0,0,Left
903,987,0.208,0,Moderate,86168,17926.0,Manufacturing Director,Research & Development,Yes,2,19,2,0,Stayed
904,1591,0.2075,0,Moderate,86168,17877.0,Manager,Sales,Yes,5,1,0,1,Stayed
905,178,0.2068,0,Moderate,86168,17817.0,Manufacturing Director,Research & Development,No,2,3,0,2,Stayed
906,1461,0.2067,0,Moderate,86168,17815.0,Human Resources,Human Resources,No,1,3,0,0,Stayed
907,110,0.2057,0,Moderate,86168,17725.0,Manufacturing Director,Research & Development,No,2,5,1,0,Stayed
908,1471,0.2056,0,Moderate,86168,17716.0,Laboratory Technician,Research & Development,No,1,5,0,0,Stayed
909,1701,0.205,0,Moderate,86168,17666.0,Research Scientist,Research & Development,No,1,10,8,0,Stayed
910,339,0.2049,0,Moderate,86168,17658.0,Manufacturing Director,Research & Development,No,2,11,5,1,Stayed
911,215,0.2048,0,Moderate,86168,17648.0,Sales Executive,Sales,No,3,12,2,1,Stayed
912,1772,0.2044,0,Moderate,86168,17612.0,Laboratory Technician,Research & Development,No,1,5,0,2,Stayed
913,1849,0.2041,0,Moderate,86168,17586.0,Sales Executive,Sales,No,2,7,7,1,Stayed
914,1525,0.204,0,Moderate,86168,17580.0,Manufacturing Director,Research & Development,No,3,2,2,0,Stayed
915,754,0.2038,0,Moderate,86168,17561.0,Sales Executive,Sales,No,2,2,2,1,Stayed
916,40,0.2036,0,Moderate,86168,17543.0,Healthcare Representative,Research & Development,Yes,2,4,1,0,Stayed
917,228,0.2036,0,Moderate,86168,17540.0,Sales Executive,Sales,No,3,10,7,1,Stayed
918,1137,0.2035,0,Moderate,86168,17535.0,Sales Executive,Sales,No,2,5,0,1,Stayed
919,458,0.2034,0,Moderate,86168,17526.0,Sales Executive,Sales,No,2,8,0,1,Stayed
920,1557,0.2029,0,Moderate,86168,17480.0,Sales Executive,Sales,No,2,8,7,1,Stayed
921,11,0.2027,0,Moderate,86168,17465.0,Laboratory Technician,Research & Development,No,1,1,0,1,Stayed
922,895,0.2022,0,Moderate,86168,17425.0,Research Scientist,Research & Development,Yes,1,6,0,1,Stayed
923,1761,0.2022,0,Moderate,86168,17420.0,Sales Executive,Sales,No,3,1,0,3,Left
924,847,0.2017,0,Moderate,86168,17380.0,Human Resources,Human Resources,No,1,3,0,1,Stayed
925,1412,0.2016,0,Moderate,86168,17372.0,Manufacturing Director,Research & Development,No,3,2,2,0,Stayed
926,1475,0.2015,0,Moderate,86168,17362.0,Research Scientist,Research & Development,No,1,5,1,0,Stayed
927,515,0.2013,0,Moderate,86168,17345.0,Laboratory Technician,Research & Development,No,1,18,12,1,Stayed
928,995,0.2012,0,Moderate,86168,17337.0,Research Scientist,Research & Development,No,1,3,0,0,Stayed
929,105,0.2007,0,Moderate,86168,17292.0,Research Scientist,Research & Development,No,1,6,0,0,Stayed
930,571,0.2002,0,Moderate,86168,17248.0,Laboratory Technician,Research & Development,No,1,11,6,0,Stayed
931,1682,0.1998,0,Low,86168,17213.0,Healthcare Representative,Research & Development,No,2,3,0,2,Stayed
932,387,0.1986,0,Low,86168,17111.0,Sales Executive,Sales,No,2,20,11,0,Stayed
933,806,0.1963,0,Low,86168,16912.0,Laboratory Technician,Research & Development,No,1,2,0,2,Stayed
934,1873,0.1952,0,Low,86168,16823.0,Research Scientist,Research & Development,No,1,5,0,1,Stayed
935,1165,0.1948,0,Low,86168,16782.0,Sales Executive,Sales,No,3,11,3,1,Left
936,54,0.1932,0,Low,86168,16648.0,Laboratory Technician,Research & Development,No,1,1,0,1,Stayed
937,1718,0.193,0,Low,86168,16632.0,Laboratory Technician,Research & Development,No,1,3,0,3,Stayed
938,1076,0.193,0,Low,86168,16629.0,Sales Executive,Sales,No,3,1,0,1,Stayed
939,1127,0.1926,0,Low,86168,16592.0,Healthcare Representative,Research & Development,No,4,18,11,3,Left
940,1973,0.191,0,Low,86168,16459.0,Manager,Human Resources,Yes,5,10,1,1,Stayed
941,1240,0.1908,0,Low,86168,16440.0,Sales Executive,Sales,No,2,4,1,0,Stayed
942,18,0.19,0,Low,86168,16370.0,Laboratory Technician,Research & Development,No,1,2,1,1,Stayed
943,1460,0.1898,0,Low,86168,16355.0,Healthcare Representative,Research & Development,Yes,3,7,0,1,Stayed
944,430,0.1897,0,Low,86168,16349.0,Laboratory Technician,Research & Development,No,1,8,1,0,Stayed
945,129,0.1893,0,Low,86168,16310.0,Sales Executive,Sales,No,2,5,0,0,Stayed
946,408,0.1883,0,Low,86168,16224.0,Manufacturing Director,Research & Development,No,2,4,1,1,Stayed
947,1623,0.1874,0,Low,86168,16145.0,Research Scientist,Research & Development,No,1,2,2,0,Stayed
948,2065,0.1873,0,Low,86168,16138.0,Sales Executive,Sales,No,2,9,0,0,Stayed
949,1756,0.1871,0,Low,86168,16122.0,Sales Executive,Sales,No,2,11,1,0,Stayed
950,102,0.1869,0,Low,86168,16103.0,Research Director,Research & Development,No,3,5,0,0,Stayed
951,428,0.186,0,Low,86168,16025.0,Manager,Research & Development,No,3,10,8,2,Stayed
952,1552,0.1855,0,Low,86168,15986.0,Healthcare Representative,Research & Development,Yes,2,2,2,0,Stayed
953,1152,0.1852,0,Low,86168,15955.0,Human Resources,Human Resources,No,1,7,5,1,Stayed
954,1469,0.1846,0,Low,86168,15905.0,Sales Executive,Sales,No,2,5,1,0,Stayed
955,575,0.1841,0,Low,86168,15868.0,Research Director,Research & Development,No,4,3,0,0,Stayed
956,522,0.1837,0,Low,86168,15828.0,Research Director,Research & Development,No,5,4,1,1,Stayed
957,227,0.1831,0,Low,86168,15781.0,Research Scientist,Research & Development,No,1,9,1,1,Stayed
958,271,0.1828,0,Low,86168,15751.0,Manufacturing Director,Research & Development,No,2,1,0,0,Stayed
959,820,0.1826,0,Low,86168,15734.0,Manager,Research & Development,Yes,4,26,3,1,Stayed
960,1082,0.1815,0,Low,86168,15639.0,Healthcare Representative,Research & Development,No,3,10,1,0,Left
961,1729,0.1794,0,Low,86168,15458.0,Research Scientist,Research & Development,No,1,10,0,1,Stayed
962,199,0.1786,0,Low,86168,15393.0,Manager,Research & Development,No,4,7,7,1,Stayed
963,717,0.178,0,Low,86168,15341.0,Healthcare Representative,Research & Development,No,3,8,7,0,Stayed
964,1026,0.1779,0,Low,86168,15328.0,Manufacturing Director,Research & Development,No,4,21,11,1,Stayed
965,1355,0.177,0,Low,86168,15254.0,Sales Executive,Sales,No,2,7,1,1,Stayed
966,1012,0.176,0,Low,86168,15163.0,Research Scientist,Research & Development,No,1,0,0,0,Stayed
967,165,0.1758,0,Low,86168,15147.0,Healthcare Representative,Research & Development,No,3,40,15,1,Left
968,154,0.1753,0,Low,86168,15104.0,Sales Executive,Sales,No,3,9,2,1,Stayed
969,334,0.1745,0,Low,86168,15034.0,Research Scientist,Research & Development,No,2,1,0,2,Stayed
970,1308,0.1739,0,Low,86168,14987.0,Research Scientist,Research & Development,No,1,2,2,2,Stayed
971,857,0.1734,0,Low,86168,14938.0,Sales Executive,Sales,Yes,2,18,4,1,Stayed
972,611,0.1733,0,Low,86168,14933.0,Manufacturing Director,Research & Development,No,2,3,1,2,Stayed
973,1687,0.1732,0,Low,86168,14923.0,Laboratory Technician,Research & Development,No,1,0,0,1,Stayed
974,880,0.1723,0,Low,86168,14850.0,Manufacturing Director,Research & Development,Yes,3,17,5,1,Stayed
975,1389,0.172,0,Low,86168,14819.0,Manufacturing Director,Research & Development,Yes,2,10,6,2,Left
976,1592,0.1715,0,Low,86168,14778.0,Research Scientist,Research & Development,No,1,2,2,1,Stayed
977,543,0.1705,0,Low,86168,14693.0,Manufacturing Director,Research & Development,Yes,3,5,0,0,Stayed
978,812,0.1702,0,Low,86168,14667.0,Laboratory Technician,Research & Development,No,1,1,0,3,Stayed
979,1184,0.1691,0,Low,86168,14569.0,Healthcare Representative,Research & Development,No,2,13,4,0,Stayed
980,495,0.169,0,Low,86168,14560.0,Research Scientist,Research & Development,No,1,3,1,0,Stayed
981,1312,0.1688,0,Low,86168,14543.0,Healthcare Representative,Research & Development,No,3,7,1,0,Stayed
982,1430,0.1688,0,Low,86168,14543.0,Research Director,Research & Development,No,4,3,1,0,Stayed
983,615,0.1685,0,Low,86168,14522.0,Sales Executive,Sales,No,3,1,0,1,Stayed
984,1514,0.1684,0,Low,86168,14510.0,Manufacturing Director,Research & Development,No,2,8,1,2,Stayed
985,338,0.1682,0,Low,86168,14493.0,Research Scientist,Research & Development,No,1,2,0,1,Stayed
986,1221,0.1682,0,Low,86168,14491.0,Laboratory Technician,Research & Development,No,1,7,1,1,Stayed
987,1479,0.1681,0,Low,86168,14488.0,Sales Executive,Sales,No,2,2,2,2,Stayed
988,12,0.1679,0,Low,86168,14466.0,Manufacturing Director,Research & Development,No,3,9,1,0,Stayed
989,2048,0.1678,0,Low,86168,14459.0,Research Scientist,Research & Development,No,1,2,2,0,Stayed
990,1161,0.1646,0,Low,86168,14183.0,Healthcare Representative,Research & Development,No,2,6,1,2,Stayed
991,247,0.1637,0,Low,86168,14102.0,Research Scientist,Research & Development,No,1,3,1,0,Stayed
992,1839,0.162,0,Low,86168,13958.0,Research Scientist,Research & Development,No,1,0,0,0,Stayed
993,1798,0.1619,0,Low,86168,13950.0,Research Scientist,Research & Development,No,1,10,7,1,Stayed
994,1628,0.1616,0,Low,86168,13924.0,Manufacturing Director,Research & Development,No,3,18,14,2,Stayed
995,372,0.1615,0,Low,86168,13918.0,Healthcare Representative,Research & Development,Yes,4,20,4,0,Stayed
996,1601,0.1614,0,Low,86168,13910.0,Laboratory Technician,Research & Development,No,1,1,0,1,Stayed
997,1047,0.1612,0,Low,86168,13889.0,Sales Executive,Sales,No,2,15,0,1,Stayed
998,73,0.1592,0,Low,86168,13722.0,Research Director,Research & Development,Yes,3,15,8,0,Stayed
999,865,0.1589,0,Low,86168,13695.0,Research Scientist,Research & Development,No,2,5,1,1,Stayed
1000,897,0.1581,0,Low,86168,13624.0,Sales Executive,Sales,No,4,2,2,1,Stayed
1001,714,0.1575,0,Low,86168,13569.0,Sales Executive,Sales,Yes,2,6,0,2,Stayed
1002,1374,0.1571,0,Low,86168,13538.0,Research Scientist,Research & Development,No,1,5,0,3,Stayed
1003,1866,0.1553,0,Low,86168,13379.0,Manager,Research & Development,No,5,16,6,0,Stayed
1004,1499,0.155,0,Low,86168,13356.0,Human Resources,Human Resources,No,1,5,1,1,Stayed
1005,1588,0.155,0,Low,86168,13354.0,Sales Executive,Sales,No,3,7,7,1,Stayed
1006,516,0.1549,0,Low,86168,13345.0,Sales Executive,Sales,No,2,5,1,2,Stayed
1007,218,0.1541,0,Low,86168,13282.0,Research Scientist,Research & Development,No,1,2,2,1,Stayed
1008,836,0.1535,0,Low,86168,13223.0,Manufacturing Director,Research & Development,No,2,9,7,1,Stayed
1009,1737,0.1531,0,Low,86168,13189.0,Laboratory Technician,Research & Development,Yes,2,9,5,1,Stayed
1010,30,0.153,0,Low,86168,13186.0,Research Scientist,Research & Development,No,1,0,0,0,Stayed
1011,2,0.1524,0,Low,86168,13133.0,Research Scientist,Research & Development,No,2,10,1,1,Stayed
1012,1143,0.152,0,Low,86168,13101.0,Research Scientist,Research & Development,No,1,7,1,2,Stayed
1013,1417,0.1517,0,Low,86168,13076.0,Laboratory Technician,Research & Development,No,1,7,0,0,Stayed
1014,1457,0.1514,0,Low,86168,13048.0,Sales Executive,Sales,No,3,7,4,1,Left
1015,304,0.1514,0,Low,86168,13048.0,Laboratory Technician,Research & Development,No,2,13,3,0,Stayed
1016,407,0.1507,0,Low,86168,12988.0,Laboratory Technician,Research & Development,No,1,1,0,2,Stayed
1017,452,0.1505,0,Low,86168,12972.0,Research Scientist,Research & Development,No,2,10,9,2,Stayed
1018,1898,0.1502,0,Low,86168,12944.0,Sales Executive,Sales,No,2,8,0,0,Stayed
1019,716,0.15,0,Low,86168,12929.0,Laboratory Technician,Research & Development,Yes,1,20,3,3,Stayed
1020,1211,0.15,0,Low,86168,12926.0,Sales Executive,Sales,No,2,4,0,3,Stayed
1021,450,0.1497,0,Low,86168,12901.0,Research Scientist,Research & Development,No,2,4,0,0,Stayed
1022,855,0.1492,0,Low,86168,12853.0,Sales Executive,Sales,No,2,9,0,1,Stayed
1023,567,0.1488,0,Low,86168,12822.0,Sales Executive,Sales,No,3,9,7,0,Stayed
1024,1309,0.1482,0,Low,86168,12774.0,Laboratory Technician,Research & Development,No,2,10,1,1,Left
1025,949,0.1477,0,Low,86168,12727.0,Research Scientist,Research & Development,No,1,6,0,0,Stayed
1026,762,0.1464,0,Low,86168,12616.0,Healthcare Representative,Research & Development,No,4,10,1,0,Stayed
1027,882,0.1464,0,Low,86168,12614.0,Laboratory Technician,Research & Development,No,1,3,0,1,Stayed
1028,2024,0.1458,0,Low,86168,12562.0,Sales Executive,Sales,No,3,9,3,2,Stayed
1029,704,0.1457,0,Low,86168,12552.0,Laboratory Technician,Research & Development,No,1,1,0,2,Stayed
1030,378,0.1452,0,Low,86168,12514.0,Sales Executive,Sales,No,2,5,0,1,Stayed
1031,1755,0.1451,0,Low,86168,12506.0,Research Scientist,Research & Development,Yes,1,5,1,3,Stayed
1032,309,0.145,0,Low,86168,12496.0,Research Scientist,Research & Development,No,1,1,0,1,Stayed
1033,1703,0.1449,0,Low,86168,12486.0,Healthcare Representative,Research & Development,Yes,3,8,6,1,Stayed
1034,388,0.1447,0,Low,86168,12465.0,Sales Executive,Sales,No,2,10,0,0,Stayed
1035,1834,0.1436,0,Low,86168,12377.0,Research Scientist,Research & Development,No,1,3,1,1,Stayed
1036,56,0.1432,0,Low,86168,12335.0,Sales Executive,Sales,No,3,9,1,0,Stayed
1037,118,0.1427,0,Low,86168,12298.0,Sales Executive,Sales,No,3,9,4,0,Left
1038,204,0.1417,0,Low,86168,12213.0,Sales Executive,Sales,No,3,10,0,2,Stayed
1039,1252,0.1415,0,Low,86168,12193.0,Healthcare Representative,Research & Development,No,2,10,1,0,Stayed
1040,1969,0.1406,0,Low,86168,12116.0,Research Scientist,Research & Development,No,2,4,2,2,Stayed
1041,1918,0.1405,0,Low,86168,12107.0,Laboratory Technician,Research & Development,No,1,7,7,1,Stayed
1042,1859,0.1398,0,Low,86168,12045.0,Healthcare Representative,Research & Development,No,2,7,1,2,Stayed
1043,734,0.1397,0,Low,86168,12037.0,Manager,Human Resources,No,5,22,2,1,Stayed
1044,159,0.1396,0,Low,86168,12033.0,Research Scientist,Research & Development,No,1,10,0,3,Stayed
1045,264,0.1396,0,Low,86168,12027.0,Manager,Research & Development,No,4,20,11,1,Stayed
1046,393,0.1393,0,Low,86168,12000.0,Healthcare Representative,Research & Development,No,2,2,1,1,Stayed
1047,152,0.138,0,Low,86168,11889.0,Sales Executive,Sales,No,3,5,1,0,Stayed
1048,483,0.138,0,Low,86168,11888.0,Laboratory Technician,Research & Development,Yes,1,7,1,1,Stayed
1049,498,0.1379,0,Low,86168,11880.0,Sales Executive,Sales,No,2,7,0,0,Stayed
1050,709,0.1378,0,Low,86168,11874.0,Sales Executive,Sales,No,2,7,0,0,Stayed
1051,1590,0.1369,0,Low,86168,11798.0,Healthcare Representative,Research & Development,No,2,6,1,1,Stayed
1052,23,0.1369,0,Low,86168,11794.0,Manager,Sales,No,4,25,3,0,Stayed
1053,501,0.1367,0,Low,86168,11778.0,Research Scientist,Research & Development,No,1,2,2,1,Stayed
1054,1982,0.1366,0,Low,86168,11771.0,Laboratory Technician,Research & Development,No,1,5,1,0,Stayed
1055,641,0.1354,0,Low,86168,11671.0,Sales Executive,Sales,No,2,5,1,2,Stayed
1056,1317,0.1348,0,Low,86168,11611.0,Research Director,Research & Development,Yes,4,3,1,0,Stayed
1057,2041,0.1346,0,Low,86168,11596.0,Sales Executive,Sales,No,2,10,1,1,Stayed
1058,1751,0.1341,0,Low,86168,11555.0,Research Scientist,Research & Development,No,1,6,1,0,Stayed
1059,1638,0.1334,0,Low,86168,11491.0,Manufacturing Director,Research & Development,Yes,3,5,0,1,Stayed
1060,1543,0.1327,0,Low,86168,11436.0,Research Scientist,Research & Development,No,2,10,3,0,Stayed
1061,83,0.1323,0,Low,86168,11397.0,Healthcare Representative,Research & Development,No,3,17,12,3,Stayed
1062,560,0.1322,0,Low,86168,11389.0,Research Scientist,Research & Development,No,1,3,0,2,Stayed
1063,1529,0.1322,0,Low,86168,11387.0,Healthcare Representative,Research & Development,No,3,11,3,0,Stayed
1064,869,0.1308,0,Low,86168,11274.0,Human Resources,Human Resources,No,1,5,0,1,Stayed
1065,406,0.1308,0,Low,86168,11270.0,Sales Executive,Sales,No,3,11,6,2,Stayed
1066,844,0.1306,0,Low,86168,11253.0,Research Director,Research & Development,Yes,3,9,0,1,Stayed
1067,1206,0.1304,0,Low,86168,11235.0,Research Scientist,Research & Development,No,1,0,0,0,Stayed
1068,524,0.1304,0,Low,86168,11232.0,Manufacturing Director,Research & Development,No,2,13,3,1,Stayed
1069,1858,0.1299,0,Low,86168,11196.0,Human Resources,Human Resources,No,1,3,2,1,Stayed
1070,298,0.1296,0,Low,86168,11169.0,Manager,Sales,Yes,3,1,0,0,Stayed
1071,1094,0.1294,0,Low,86168,11149.0,Laboratory Technician,Research & Development,No,1,3,1,3,Stayed
1072,781,0.1289,0,Low,86168,11107.0,Sales Executive,Sales,No,2,6,1,0,Stayed
1073,1689,0.1282,0,Low,86168,11044.0,Healthcare Representative,Research & Development,No,3,4,1,0,Stayed
1074,1029,0.1272,0,Low,86168,10963.0,Manager,Sales,No,5,1,0,0,Stayed
1075,2057,0.1269,0,Low,86168,10938.0,Manufacturing Director,Research & Development,No,2,9,1,0,Stayed
1076,1615,0.1256,0,Low,86168,10825.0,Manufacturing Director,Research & Development,No,2,9,7,1,Stayed
1077,1545,0.1247,0,Low,86168,10743.0,Manufacturing Director,Research & Development,No,2,5,0,0,Stayed
